,companyName,company_offeredRole,Seniority Level,skills_required
8923,Confidential,Data Science,Senior,"['airflow', 'numpy', 'master', 'bayesian', 'anomaly', 'cluster', 'statistics', 'sequencing', 'machine learning', 'bayes', 'algorithms', 'spark', 'classification', 'phd', 'pandas', 'c', 'data science', 'ms', 'bioinformatics', 'dask', 'postgres', 'data analytics', 'computer science', 'data analysis', 'sql', 'kubernetes', 'python', 'regression']"
8924,Coding Dojo,Data Science,Senior,"['salesforce', 'professional', 'excel']"
8925,FIS Global,Data Science,Senior,"['professional', 'data science', 'r', 'visualization', 'data visualization', 'aws', 'data analysis', 'sql', 'python', 'machine learning']"
8926,Connecticut Hospital Association,Data Science,Senior,"['data science', 'algorithms', 'tableau', 'sas', 'master', 'excel', 'ms', 'qlik', 'senior', 'research', 'data analytics', 'data analysis', 'sql', 'statistics', 'cognos']"
8927,Giving Assistant,Data Science,Mid,"['aws', 'statistics', 'big data', 'machine learning', 'algorithms', 'clustering', 'spark', 'hadoop', 'data science', 'ml', 'data mining', 'experimental design', 'computer science', 'deep learning', 'nlp', 'sql', 'snowflake', 'python', 'regression']"
8928,Deep Sentinel Corp.,Data Science,Senior,"['data science', 'bayes', 'supervised', 'ml', 'optimizing', 'cnn', 'nlp', 'bachelor', 'recommender systems', 'optimization', 'unsupervised', 'machine learning']"
8929,Trust Science Inc.,Data Science,Senior,"['etl', 'master', 'r', 'senior', 'cloud', 'aws', 'statistics', 'big data', 'python', 'jupyter']"
8930,Agilon Health,Data Science,Entry,"['data science', 'ml', 'python', 'master', 'ms', 'phd', 'cloud', 'machine learning', 'deep learning', 'nlp', 'aws', 'tensorflow', 'pytorch', 'keras']"
8931,Varsity Tutors,Data Science,Senior,"['probability', 'r', 'bayesian', 'data visualization', 'statistics', 'unsupervised', 'machine learning', 'natural language processing', 'algorithms', 'classification', 'shiny', 'data science', 'supervised', 'ml', 'econometrics', 'professional', 'visualization', 'recommender systems', 'python']"
8932,Whirlpool Corporation,Data Science,Senior,"['master', 'cleaning', 'aws', 'statistics', 'big data', 'machine learning', 'clustering', 'spark', 'classification', 'data science', 'ml', 'amazon web services', 'data mining', 'research', 'biostatistics', 'tableau', 'computer science', 'sql', 'python', 'regression']"
8933,Keurig Dr Pepper,Data Science,Senior,"['professional', 'exploratory', 'data science', 'algorithms', 'clustering', 'r', 'classification', 'bachelor', 'python', 'optimization', 'machine learning']"
8934,Zillow,Data Science,Senior,"['tableau', 'clustering', 'master', 'excel', 'r', 'visualization', 'undergraduate', 'etl', 'data analysis', 'sql', 'statistics', 'python']"
8935,"AMI Group, LLC",Data Science,Senior,"['bachelor', 'data analytics', 'python']"
8936,Lumen,Data Science,Senior,"['agile', 'r', 'big data', 'rest', 'machine learning', 'javascript', 'object oriented programming', 'caffe', 'spark', 'azure', 'scala', 'hadoop', 'etl', 'algebra', 'java', 'data mining', 'tensorflow', 'hive', 'data analysis', 'sql', 'python']"
8937,Technology Navigators,Data Science,Senior,"['data science', 'algorithms', 'ml', 'spark', 'bigquery', 'pyspark', 'cloud', 'computer science', 'bachelor', 'statistics', 'python', 'machine learning']"
8938,Ascension,Data Science,Senior,"['master', 'r', 'research', 'phd', 'biostatistics', 'bachelor', 'sql', 'python', 'rstudio']"
8939,American Family Insurance,Data Science,Senior,"['natural language processing', 'research', 'senior', 'hypothesis', 'machine learning', 'c', 'deep learning', 'big data', 'pytorch', 'forecasting', 'keras']"
8940,Intuit,Data Science,Senior,"['r', 'anomaly', 'statistics', 'unsupervised', 'machine learning', 'algorithms', 'clustering', 'linux', 'phd', 'classification', 'data science', 'supervised', 'etl', 'data mining', 'ms', 'research', 'computer science', 'hive', 'nlp', 'data analysis', 'sql', 'recommender systems', 'python', 'regression']"
8941,Coding Dojo,Data Science,Senior,"['salesforce', 'professional', 'excel']"
8942,Zillow,Data Science,Senior,"['python', 'master', 'spark', 'java', 'phd', 'cloud', 'deep learning', 'recommender systems', 'aws', 'hadoop', 'tensorflow', 'pytorch', 'machine learning']"
8943,Agilon Health,Data Science,Entry,"['data science', 'ml', 'python', 'master', 'ms', 'phd', 'cloud', 'machine learning', 'deep learning', 'nlp', 'aws', 'tensorflow', 'pytorch', 'keras']"
8944,Zillow,Data Science,Senior,"['tableau', 'master', 'visualization', 'time series', 'undergraduate', 'computer science', 'data analysis', 'sql', 'statistics', 'python', 'optimization', 'forecasting', 'machine learning']"
8945,DIRECTV,Data Science,Senior,"['professional', 'master', 'r', 'research', 'redshift', 'aws', 'statistics', 'python', 'optimization', 'forecasting']"
8946,Confidential,Data Science,Mid,"['agile', 'r', 'senior', 'redshift', 'cloud', 'bachelor', 'aws', 'machine learning', 'spss', 'sas', 'amazon web services', 'looker', 'professional', 'tableau', 'computer science', 'sql', 'snowflake', 'optimization', 'jupyter']"
8947,Keurig Dr Pepper,Data Science,Senior,"['professional', 'exploratory', 'data science', 'algorithms', 'clustering', 'r', 'classification', 'bachelor', 'python', 'optimization', 'machine learning']"
8948,Zillow,Data Science,Senior,"['clustering', 'master', 'time series', 'research', 'econometrics', 'cloud', 'machine learning', 'statistics', 'data processing', 'regression']"
8949,Presbyterian Healthcare Services,Data Science,Senior,"['bachelors', 'sas', 'bachelor', 'data analysis', 'sql']"
8950,Whirlpool Corporation,Data Science,Senior,"['master', 'cleaning', 'aws', 'statistics', 'big data', 'machine learning', 'clustering', 'spark', 'classification', 'data science', 'ml', 'amazon web services', 'data mining', 'research', 'biostatistics', 'tableau', 'computer science', 'sql', 'python', 'regression']"
8951,Indeed,Data Science,Senior,"['r', 'julia', 'bachelor', 'statistics', 'big data', 'machine learning', 'spark', 'mongodb', 'scala', 'pandas', 'hadoop', 'pig', 'data science', 'java', 'data mining', 'research', 'computer science', 'data modeling', 'data analysis', 'sql', 'python']"
8952,American Family Insurance,Data Science,Senior,"['natural language processing', 'research', 'senior', 'hypothesis', 'machine learning', 'c', 'deep learning', 'big data', 'pytorch', 'forecasting', 'keras']"
8953,Zillow,Data Science,Senior,"['tableau', 'clustering', 'master', 'excel', 'r', 'visualization', 'undergraduate', 'etl', 'data analysis', 'sql', 'statistics', 'python']"
8954,Connecticut Hospital Association,Data Science,Senior,"['data science', 'algorithms', 'tableau', 'sas', 'master', 'excel', 'ms', 'qlik', 'senior', 'research', 'data analytics', 'data analysis', 'sql', 'statistics', 'cognos']"
8955,Innovative Precision Health,Data Science,Senior,"['bayesian', 'cloud', 'bachelor', 'aws', 'big data', 'data processing', 'machine learning', 'neural network', 'api', 'ml', 'nosql', 'research', 'data modeling', 'computer science', 'deep learning', 'sql', 'python', 'optimization', 'linux']"
8956,Zillow,Data Science,Senior,"['data science', 'tableau', 'etl', 'master', 'visualization', 'data mining', 'senior', 'data visualization', 'bachelor', 'sql', 'statistics', 'python']"
8957,Verdigris Technologies,Data Science,Senior,"['numpy', 'agile', 'master', 'cloud', 'aws', 'postgresql', 'machine learning', 'javascript', 'algorithms', 'pandas', 'mysql', 'cloud computing', 'scikitlearn', 'data science', 'ml', 'docker', 'ms', 'research', 'tensorflow', 'keras', 'continuous integration', 'computer science', 'sql', 'kubernetes', 'python', 'pytorch']"
8958,MetLife Legal Plans,Data Science,Senior,"['professional', 'data science', 'tableau', 'sas', 'r', 'matlab', 'perl', 'sql', 'python']"
8959,Confidential,Data Science,Senior,"['airflow', 'numpy', 'master', 'bayesian', 'anomaly', 'cluster', 'statistics', 'sequencing', 'machine learning', 'bayes', 'algorithms', 'spark', 'classification', 'phd', 'pandas', 'c', 'data science', 'ms', 'bioinformatics', 'dask', 'postgres', 'data analytics', 'computer science', 'data analysis', 'sql', 'kubernetes', 'python', 'regression']"
8960,Giving Assistant,Data Science,Mid,"['aws', 'statistics', 'big data', 'machine learning', 'algorithms', 'clustering', 'spark', 'hadoop', 'data science', 'ml', 'data mining', 'experimental design', 'computer science', 'deep learning', 'nlp', 'sql', 'snowflake', 'python', 'regression']"
8961,Indeed,Data Science,Senior,"['r', 'julia', 'full stack', 'statistics', 'big data', 'machine learning', 'spark', 'mongodb', 'scala', 'pandas', 'hadoop', 'pig', 'data science', 'java', 'research', 'matlab', 'visualization', 'computer science', 'data modeling', 'sql', 'python']"
8962,Deep Sentinel Corp.,Data Science,Senior,"['data science', 'bayes', 'supervised', 'ml', 'optimizing', 'cnn', 'nlp', 'bachelor', 'recommender systems', 'optimization', 'unsupervised', 'machine learning']"
8963,PCAOB,Data Science,Senior,"['r', 'correlation', 'bachelor', 'statistics', 'machine learning', 'natural language processing', 'algorithms', 'mongodb', 'azure', 'classification', 'mysql', 'data science', 'sas', 'docker', 'research', 'algorithm', 'keras', 'visualization', 'time series', 'recommendation systems', 'deep learning', 'sql', 'python', 'pytorch', 'optimization', 'regression']"
8964,Espire Services,Data Science,Senior,"['algorithms', 'ml', 'master', 'r', 'random forest', 'scala', 'bayesian', 'machine learning', 'cluster', 'data modeling', 'boosting', 'nlp', 'sql', 'python', 'optimization', 'segmentation', 'regression']"
8965,Trust Science Inc.,Data Science,Senior,"['etl', 'master', 'r', 'senior', 'cloud', 'aws', 'statistics', 'big data', 'python', 'jupyter']"
8966,FIS Global,Data Science,Senior,"['professional', 'data science', 'r', 'visualization', 'data visualization', 'aws', 'data analysis', 'sql', 'python', 'machine learning']"
8967,Ascension,Data Science,Senior,"['master', 'r', 'research', 'phd', 'biostatistics', 'bachelor', 'sql', 'python', 'rstudio']"
8968,Technology Navigators,Data Science,Senior,"['data science', 'algorithms', 'ml', 'spark', 'bigquery', 'pyspark', 'cloud', 'computer science', 'bachelor', 'statistics', 'python', 'machine learning']"
8969,"AMI Group, LLC",Data Science,Senior,"['bachelor', 'data analytics', 'python']"
8970,Lumen,Data Science,Senior,"['agile', 'r', 'big data', 'rest', 'machine learning', 'javascript', 'object oriented programming', 'caffe', 'spark', 'azure', 'scala', 'hadoop', 'etl', 'algebra', 'java', 'data mining', 'tensorflow', 'hive', 'data analysis', 'sql', 'python']"
8971,Espire Services,Data Science,Senior,"['algorithms', 'ml', 'master', 'r', 'random forest', 'scala', 'bayesian', 'machine learning', 'cluster', 'data modeling', 'boosting', 'nlp', 'sql', 'python', 'optimization', 'segmentation', 'regression']"
8972,Whirlpool Corporation,Data Science,Senior,"['master', 'cleaning', 'aws', 'statistics', 'big data', 'machine learning', 'clustering', 'spark', 'classification', 'data science', 'ml', 'amazon web services', 'data mining', 'research', 'biostatistics', 'tableau', 'computer science', 'sql', 'python', 'regression']"
8973,Confidential,Data Science,Mid,"['agile', 'r', 'senior', 'redshift', 'cloud', 'bachelor', 'aws', 'machine learning', 'spss', 'sas', 'amazon web services', 'looker', 'professional', 'tableau', 'computer science', 'sql', 'snowflake', 'optimization', 'jupyter']"
8974,Zillow,Data Science,Senior,"['clustering', 'master', 'time series', 'research', 'econometrics', 'cloud', 'machine learning', 'statistics', 'data processing', 'regression']"
8975,Lumen,Data Science,Senior,"['agile', 'r', 'big data', 'rest', 'machine learning', 'javascript', 'object oriented programming', 'caffe', 'spark', 'azure', 'scala', 'hadoop', 'etl', 'algebra', 'java', 'data mining', 'tensorflow', 'hive', 'data analysis', 'sql', 'python']"
8976,Trust Science Inc.,Data Science,Senior,"['etl', 'master', 'r', 'senior', 'cloud', 'aws', 'statistics', 'big data', 'python', 'jupyter']"
8977,Keurig Dr Pepper,Data Science,Senior,"['professional', 'exploratory', 'data science', 'algorithms', 'clustering', 'r', 'classification', 'bachelor', 'python', 'optimization', 'machine learning']"
8978,MetLife Legal Plans,Data Science,Senior,"['professional', 'data science', 'tableau', 'sas', 'r', 'matlab', 'perl', 'sql', 'python']"
8979,Coding Dojo,Data Science,Senior,"['salesforce', 'professional', 'excel']"
8980,Connecticut Hospital Association,Data Science,Senior,"['data science', 'algorithms', 'tableau', 'sas', 'master', 'excel', 'ms', 'qlik', 'senior', 'research', 'data analytics', 'data analysis', 'sql', 'statistics', 'cognos']"
8981,Innovative Precision Health,Data Science,Senior,"['bayesian', 'cloud', 'bachelor', 'aws', 'big data', 'data processing', 'machine learning', 'neural network', 'api', 'ml', 'nosql', 'research', 'data modeling', 'computer science', 'deep learning', 'sql', 'python', 'optimization', 'linux']"
8982,Indeed,Data Science,Senior,"['r', 'julia', 'full stack', 'statistics', 'big data', 'machine learning', 'spark', 'mongodb', 'scala', 'pandas', 'hadoop', 'pig', 'data science', 'java', 'research', 'matlab', 'visualization', 'computer science', 'data modeling', 'sql', 'python']"
8983,Presbyterian Healthcare Services,Data Science,Senior,"['bachelors', 'sas', 'bachelor', 'data analysis', 'sql']"
8984,PCAOB,Data Science,Senior,"['r', 'correlation', 'bachelor', 'statistics', 'machine learning', 'natural language processing', 'algorithms', 'mongodb', 'azure', 'classification', 'mysql', 'data science', 'sas', 'docker', 'research', 'algorithm', 'keras', 'visualization', 'time series', 'recommendation systems', 'deep learning', 'sql', 'python', 'pytorch', 'optimization', 'regression']"
8985,Zillow,Data Science,Senior,"['data science', 'tableau', 'etl', 'master', 'visualization', 'data mining', 'senior', 'data visualization', 'bachelor', 'sql', 'statistics', 'python']"
8986,DIRECTV,Data Science,Senior,"['professional', 'master', 'r', 'research', 'redshift', 'aws', 'statistics', 'python', 'optimization', 'forecasting']"
8987,"AMI Group, LLC",Data Science,Senior,"['bachelor', 'data analytics', 'python']"
8988,FIS Global,Data Science,Senior,"['professional', 'data science', 'r', 'visualization', 'data visualization', 'aws', 'data analysis', 'sql', 'python', 'machine learning']"
8989,American Family Insurance,Data Science,Senior,"['natural language processing', 'research', 'senior', 'hypothesis', 'machine learning', 'c', 'deep learning', 'big data', 'pytorch', 'forecasting', 'keras']"
8990,Ascension,Data Science,Senior,"['master', 'r', 'research', 'phd', 'biostatistics', 'bachelor', 'sql', 'python', 'rstudio']"
8991,Zillow,Data Science,Senior,"['tableau', 'master', 'visualization', 'time series', 'undergraduate', 'computer science', 'data analysis', 'sql', 'statistics', 'python', 'optimization', 'forecasting', 'machine learning']"
8992,Zillow,Data Science,Senior,"['python', 'master', 'spark', 'java', 'phd', 'cloud', 'deep learning', 'recommender systems', 'aws', 'hadoop', 'tensorflow', 'pytorch', 'machine learning']"
8993,Technology Navigators,Data Science,Senior,"['data science', 'algorithms', 'ml', 'spark', 'bigquery', 'pyspark', 'cloud', 'computer science', 'bachelor', 'statistics', 'python', 'machine learning']"
